above-3,4.110960958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
above-5,0,6.957010852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
above-95,0,0,1.00E-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
andisp-3,0,0,0,0.316227766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
andisp-5,0,0,0,0,0.316227766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
andisp-95,0,0,0,0,0,0.316227766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
addconst-3,0,0,0,0,0,0,186.2581542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
addconst-5,0,0,0,0,0,0,0,3.573373756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
addconst-95,0,0,0,0,0,0,0,0,1.00E+99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
below-3,0,0,0,0,0,0,0,0,0,17.48739546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
below-5,0,0,0,0,0,0,0,0,0,0,22.13594362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
below-95,0,0,0,0,0,0,0,0,0,0,0,1.00E-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chdisp-3,0,0,0,0,0,0,0,0,0,0,0,0,0.316227766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chdisp-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.316227766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chdisp-95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.316227766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dddisp-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.316227766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dddisp-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.316227766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dddisp-95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.316227766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
democonst-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143.8836335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
democonst-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.06797181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
democonst-95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00E+99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
drltconst-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.6227766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
drltconst-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.6227766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
drltconst-95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00E+99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
intdisp-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.316227766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
intdisp-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.316227766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
